Artist,Album,Genres
illuminati hotties,I Wanna Keep Yr Dog,"female vocalist, indie rock, power pop, indie pop, indie, lo-fi, los angeles, noise rock, american, punk rock"
Mac Miller,On And On And Beyond,mac miller
Lucy Rose,Work It Out (Deluxe),"favorites albuns, female vocalist, folk, indie"
Geowulf,Great Big Blue,australia
Big Wild,Show Me,"electronic, hip-hop, glitch-hop, instrumental hip-hop, hip hop, ambient, usa, american, glitch hop, abstract hip-hop"
Alex Schaaf,Like a Bird: An Alex Schaaf Anthology (2010-2021),"wow, hipster victory"
Woodkid,The Golden Age,"indie, symphonic pop, alternative, chamber pop, folk, pop, electronic"
Marika Hackman,We Slept at Last,"folk, sad, c, solo, house, female vocalist, singer-songwriter, british"
Jess Williamson,Sorceress,"harmony singing, female vocalist, folk, singer-songwriter"
Alex Schaaf,Waves,"wow, hipster victory"
YACHT,See Mystery Lights: Remixes & B-Sides,"female vocalist, electronic, experimental, indie pop, indie, indie electronic, portland, american, indietronica, synthpop"
Samm Henshaw,Broke,"soul, pop, rnb, neosoul, jazz, british"
Marika Hackman,Sugar Blind EP,"female vocalist, singer-songwriter, british, indie, folk, pop, alternative, indie rock, england, indie pop"
Liza Anne,Bad Vacation,"indie, pop, indie pop, singer-songwriter, pop rock"
The Verve,Urban Hymns (Super Deluxe / Remastered 2016),"britpop, rock, alternative, indie, british, alternative rock, indie rock, shoegaze, psychedelic"
Bon Iver,Bon Iver (10th Anniversary Edition),"folk, indie, singer-songwriter, acoustic, lo-fi, indie folk, american, alternative, alt-country, indie rock"
Yumi Zouma,Truth or Consequences,"indie pop, disco, dream pop, synthpop, sophisti-pop"
Darren Hanlon,I Will Love You at All,"australian, singer-songwriter, indie, indie pop, acoustic, candle, pop, australia, folk, rock"
Great Grandpa,Four of Arrows,"not grunge, these tags suck, female vocalist, indie rock, indie"
The O'Neill Brothers Group,Steve Petrunak: Love Songs,"piano, classical, instrumental, ambient, usa, christmas, classical piano"
Liza Anne,Fine But Dying,"indie, rock, indie rock"
Sylvan Esso,WITH,"female vocalist, electronic, electropop, pop, synthpop, indie, indietronica, indie pop, american, alternative"
Veronica Falls,Veronica Falls,"indie pop, self-titled album, searching, atmospheric, noise pop, female vocalist, lo-fi, indie"
The Ballroom Thieves,Unlovely,"folk, folk rock, acoustic, american, indie, folk-rock, indie folk, folk pop, indie-folk, instrument:cello"
GRMLN,Morning Star,"dream pop, indie rock, chillwave, pop, rock, indie, american, electronic, indie pop, acoustic"
Cut Worms,Nobody Lives Here Anymore,"folk, indie, alternative country"
Simian Mobile Disco,Attack Decay Sustain Release,"electronic, electro, dance, house, synthpop, electropop"
GROUPLOVE,I'm with You,"female vocalist, indie, indie rock, indie pop, alternative, rock, american, alternative rock, pop, male vocalists"
2nd Grade,Hit to Hit,"indie rock, power pop, indie pop, indie, twee, usa, catchy, lo-fi, quirky, dream pop"
Sylvan Esso,Free Love,"electropop, indie pop, folktronica"
M. Ward,Torch,"folk, singer-songwriter, indie, alt-country, indie rock, americana, indie folk, alternative, acoustic, american"
Mase,Harlem World,"hip hop, high school, mase, old faves, hs-college, hip-hop, rap, rnb"
Freedom Fry,Songs from the West Coast,"female vocalist, indie, indie pop, pop, alternative, indie rock, french, american, california, duo"
Fenne Lily,On Hold,"indie pop, female vocalists, singer-songwriter, indie folk"
Sampa the Great,The Return,"hip hop, rap, vinyl collection, releases, female art rap"
Tobe Nwigwe,THE ORIGINALS.,"rap, hip-hop, hip hop, texas, american, trap, nigerian, christian hip hop, southern hip-hop, houston rap"
Young Deuces,My Unapologetic Black Thoughts,j cole
Rosie Carney,Bare,"folk, female vocalists, singer-songwriter"
Queen,A Day At The Races (Deluxe Remastered Version),"classic rock, rock, hard rock, glam rock, british, queen, pop, progressive rock"
Birdtalker,One,"indie, folk, americana, indie folk, american, underrated, nashville, good stuff"
Dream Wife,Dream Wife,"registret, female vocalist, rock, dream pop"
Nick Mulvey,Begin Again - EP,"acoustic, singer-songwriter, british"
Family of the Year,Loma Vista,"hero, nettwerk, favourite albums, female vocalist, folk, indie folk"
Francis and the Lights,"Farewell, Starlite!","funk, electronic, alternative"
Miniature Tigers,I Dreamt I Was a Cowboy,indie pop
Eve Owen,Don't Let The Ink Dry,"indie, singer-songwriter, british, folk, indie pop, uk, indie folk, folk pop"
Arcade Fire,Reflektor (Deluxe),"indie rock, disco, indie, alternative rock, arcade fire, new wave, soft rock, canadian, art rock"
Sharon Jones & The Dap-Kings,It's a Holiday Soul Party,"christmas, female vocalist, soul, funk"
The Avett Brothers,The Third Gleam,"albums, folk, alt-country, bluegrass"
Victoria Monét,JAGUAR,"rnb, soul, pop, alternative rnb, favorite albums, rhythm and blues, female vocalist, hip-hop, rap"
The Beach Boys,50 Big Ones: Greatest Hits,"capitol records, pop, soft rock, beach boys, classic rock, surf"
M83,"Hurry Up, We're Dreaming","dream pop, electronic, shoegaze, synthpop, indie, ambient, french"
Dua Lipa,Future Nostalgia,"pop, disco, dance-pop, nu-disco, electropop, synthpop, female vocalist"
Laura Veirs,My Echo,"female vocalist, singer-songwriter, folk"
Cosmo Sheldrake,Come Along,"electronic, folktronica, experimental, british, folk, indie, indie folk, live looping, singer-songwriter, uk"
Yellow Ostrich,The Mistress (Deluxe Edition),"mixtaperoom, indie, folk, american"
Crystal Fighters,Cave Rave,"electronic, indie, british, indie electronic, indietronica, dance-punk, electro, spanish"
Terrace Martin,Beige,"hip-hop, jazz, rap, g-funk, hip hop, west coast, jazz hop, soul, los angeles, new west movement"
Heather Maloney & Darlingside,Woodstock,usa
Derek Simpson,KiNG SUN,"indie, singer-songwriter, long beach"
The Submarines,Honeysuckle Weeks,"indie, pop, rock, indie pop, indie rock, favorite albums, los angeles, nettwerk"
Sorry,925,"indie rock, post-punk, crank wave, indie pop, grunge, alternative, rock, windmill scene"
HONNE,no song without you,"indie pop, lo-fi, rnb, dance pop, bedroom pop, electronic, indie, neo-soul"
We Are The Willows,Who We Are & Where We Are Now,"indie pop, orchestral, folk, indie, minnesota"
Half Waif,Lavender,"female vocalist, indie pop, indie"
Josiah and the Bonnevilles,Anti-Hero (Country Version),"folk, americana, american, alt-country, all"
Streets of Laredo,Volume I & II,"indie, folk, new zealand, pop, alternative, all, noisetrade favorites"
Men Without Hats,Rock Of The 80's,"new wave, synthpop, pop, canadian, synth pop, rock, electronic, canada, montreal"
Van William,Countries,"alternative rock, folk, american, waters"
Avi Kaplan,I'll Get By,"folk, singer-songwriter, acoustic"
Joan Shelley,Like The River Loves The Sea,singer-songwriter
Hen Ogledd,Free Humans,"experimental, electropop, indie pop"
JR JR,Invocations / Conversations,"indie, alternative, electronic, pop, indie pop, indie rock, american, detroit, all"
Toby Martin,Songs from Northam Avenue,"indie pop, australian"
Imogen Heap,Speak for Yourself,"female vocalists, electronic, electronica, indie, singer-songwriter, british"
Lupe Fiasco,DRILL MUSIC IN ZION,"hip-hop, abstract hip hop, boom bap, jazz rap, conscious hip hop, finished, rap, hip hop, underground hip-hop"
Shamir,Ratchet,"pop, disco, hip-hop, electropop, electronic, synthpop, soul"
Rostam,Changephobia,"indie rock, american, electronic"
Dizzy,The Sun And Her Scorch,"female vocalist, indie pop, finnish, alternative, dream pop, pop, canadian, rock, rap, canada"
First Aid Kit,The Lion's Roar,"folk, indie folk, indie, americana, female vocalist, dream pop, indie pop"
Glass Animals,ZABA,"electronica, electronic, indie pop, downtempo, psychedelic pop, indie, british, dubstep"
Fuzzysurf,Sweet Tooth,"surf rock, milwaukee, wisconsin"
Beirut,Artifacts,"folk, indie, indie folk"
Kodaline,In A Perfect World (Expanded Edition),"fav albums, indie rock, irish, alternative"
Shovels & Rope,Swimmin' Time (Deluxe Edition),"female vocalist, alt-country, folk, indie, country, acoustic, americana, american, indie folk, all"
P.S. Eliot,Introverted Romance In Our Troubled Minds,"these tags suck, female vocalist, pop punk, indie rock"
Spillage Village,Bears Like This Too Much,"rap, southern hip-hop"
The Wild Reeds,Blind and Brave,"americana, indie folk, love letter, new release, heavy folk, wild reeds, the wild reeds, female vocalist, folk, rock"
S.G. Goodman,Old Time Feeling,"albums, female vocalist, folk, indie"
Jess Cornelius,Distance,"female vocalist, indie rock, indie, rock, alternative rock, indie pop, singer-songwriter, usa, pop rock, folk rock"
DJ Jazzy Jeff & The Fresh Prince,Homebase,"hip-hop, hip hop, oldskool, leapsandbounds cdcollection"
Phoebe Bridgers,Stranger in the Alps,"indie folk, singer-songwriter, indie, folk, indie rock, female vocalist, indie pop, acoustic"
Ruston Kelly,Shape & Destroy,"americana, country, singer-songwriter"
Bacchae,Pleasure Vision,"female vocalist, punk, post-punk"
Avid Dancer,1st Bath,"indie pop, indie rock, indie, singer-songwriter, usa, solo, folk-rock, folk rock, indie folk"
Hinds,The Prettiest Curse,"female vocalist, lo-fi, indie rock, indie, garage rock, spain, spanish, indie pop, madrid, rock"
The Barr Brothers,Sleeping Operator,"folk, indie, canadian"
We Are The Willows,Picture (Portrait) [Pt. 1 & 2],"folk, indie, minnesota, acoustic, wisconsin, minneapolis, rock, alternative, twin cities, lo-fi"
The Staves,If I Was (Deluxe Edition),"soft rock, soft rock revival, female vocalist, folk, british"
The Budos Band,Long in the Tooth,"funk, afrobeat, jazz"
J.E. Sunde,9 Songs About Love,"minnesota, folk, indie pop, singer-songwriter, indie, pop, usa, retro, indie folk, minneapolis"
Oscar Scheller,Boys Cry,"boys cry, electronic, british, indie"
Mallrat,Butterfly Blue,"indie pop, australian, indie alternative"
The Weeknd,After Hours,"synthpop, rnb, synthwave, alternative rnb, pop, new wave, canadian, dubstep, prog-rnb"
Rainbow Kitten Surprise,Seven + Mary,"indie, alternative, indie folk, alternative rock, folk, indie pop, indie rock"
Darlingside,Fish Pond Fish,"folk, indie rock, indie folk, male vocalists, usa, american, boston, indie, vocal, rock"
Bombay Bicycle Club,A Different Kind Of Fix,"indie, indie rock, rock, favourite albums, british, alternative, indie pop, britpop"
Lorde Fredd33,Reparations,"rap, experimental, hip-hop, gospel, milwaukee, wisconsin, indie rap, experimental hip-hop, art rap"
Haley Heynderickx,I Need to Start a Garden,"indie folk, folk, singer-songwriter, indie, acoustic, alternative, indie pop, female vocalists"
Chris Staples,American Soft,"folk, singer-songwriter, christian indie, indie, acoustic, american, emo, indie rock, lo-fi, folk rock"
Geowulf,My Resignation,"female vocalist, dream pop, indie pop, lo-fi, australia, electronic, indie, pop, indie rock, australian"
Courtney Barnett,Tell Me How You Really Feel,"indie rock, singer-songwriter, garage rock, indie, female vocalist, folk, australian"
The Secret Sisters,Saturn Return,"sad, americana, hope, searching, reflective, late night, passionate, female vocalist, country, folk"
Wet,Still Run,"alternative, female vocalist, indie pop, electronic"
Wave Chapelle,Waves Don't Die,"trap, hip-hop, rap, hiphop"
Aisha Badru,Pendulum,"female vocalist, folk, indie, singer-songwriter, acoustic, blues, new york, indie folk, united states"
Raury,All We Need,"hip-hop, soul, folk, indie, indie pop, hip hop, rap, american, pop, rnb"
Algiers,Shook,"revolution, indie rock, post-punk, experimental hip hop, angry, noise rock, soul, gospel"
Jadu Heart,Derealised,"female vocalist, chillwave, experimental"
Bnny,Everything,"female vocalist, slowcore, indie pop"
Ducks Ltd.,Modern Fiction,"indie pop, jangle pop, indie rock"
Nas,King's Disease III,"hip-hop, rap, jazz rap, hip hop, trap, boom bap, east coast rap, new york, east coast"
Fran,Leaving,"electro, dutch, netherlands"
Nighttime,Keeper is the Heart,"folk, neofolk, dark folk"
We Are Scientists,Lobes,"indie, indie rock, alternative"
Viagra Boys,Cave World (Deluxe),"punk, punk rock, crank wave"
The Arcs,Electrophonic Chronic,"indie rock, blues rock, neo-soul, funk rock, neo-psychedelia, rock, garage rock, indie"
Kimbra,A Reckoning,"art pop, soul, strange, new zealand, crazy, female vocalist, indie pop, alternative"
SG Lewis,AudioLust & HigherLove,"nu-disco, disco, electronic, electropop, pop, british, dance, dance-pop, synthpop"
Storefront Church,Words,"indie rock, chamber pop, alternative rock, emo, baroque pop, art pop, indie, alternative, usa, new wave"
Declaime,In The Beginning (Vol. 3),"hip-hop, underground hip-hop, rap, hip hop, stones throw, underground rap, funk, soul, underground hip hop, hiphop"
Young Fathers,Heavy Heavy,"art pop, hip-hop, rock, experimental, ninja tune, rap, lo-fi, scottish"
Gabi Hartmann,Gabi Hartmann,"vocal jazz, jazz, pop jazz"
Sunny War,Anarchist Gospel,"albums, female vocalist, folk, singer-songwriter"
Piff Marti,It Be Like That Sometimes,"hip-hop, rap, new york, rnb"
Iron & Wine,Beast Epic,"folk, indie pop, soft rock, blues"
Mt. Joy,Rearrange Us,"indie, folk, americana, indie folk"
Lil Wayne,Tha Carter II,"rap, hip-hop, weezy"
Yacht Money,Rainmaker,"electronic, house, edm"
Dana and Alden,Bound,"jazz, indie, usa"
Elaine Stritch,Stritch,"showtunes, broadway, musical theater, e stritch"
Tune-Yards,W H O K I L L,"experimental, freak folk, art pop, indie, female vocalist, folk, acoustic"
Korantemaa,skin n bones,"female vocalist, indie pop, indie, pop, sweden"
Gabrielle Aplin,Phosphorescent,"indie pop, singer-songwriter, álbuns ✅"
Mates of State,Re-Arrange Us,"indie pop, indie, rock, indie rock, usa, american, female vocalist, alternative, pop"
Rozi Plain,Prize,"chamber pop, bristol, art pop, female vocalist, folk, singer-songwriter"
Margo Price,Strays,"country, americana, vinyl"
Gaz Coombes,Turn The Car Around,"rock, alternative, alternative rock, indie rock"
The Brother Brothers,The Calla Lily Song,"folk, americana, usa, american, alt-country, male vocalists, siblings, sofar sounds, studio trad session"
Niamh Regan,What to Do,"singer-songwriter, irish, folk"
The Academic,Sitting Pretty,"indie rock, power pop"
Paramore,This Is Why,"post-punk revival, dance-punk, new wave, indie rock, post-punk, rock, female vocalist, alternative, emo"
Jaimee Harris,Boomerang Town,"female vocalist, country, folk, usa, americana, singer-songwriters"
@,Mind Palace Music,"folk, folk-pop, bedroom pop, female vocalist, mysterious, mistagged artist"
John Blek,Until The Rivers Run Dry,"folk, singer-songwriter, irish"
Cat Clyde,Down Rounder,"female vocalist, blues, singer-songwriter, bluegrass, indie, folk, canada, canadian, folk rock, blues rock"
FONTINE,Yarrow Lover,"canada, winnipeg, manitoba"
Caroline Spence,There’s Always Room (Alternate Version),"female vocalist, americana, country, folk, alt-country, singer-songwriter, pop, usa, alternative country, great discovery"
Tianna Esperanza,Terror,"albums, female vocalist, jazz, soul"
Unthank : Smith,Nowhere And Everywhere,"folk, indie folk, british, uk, british folk, psychedelic folk, duet, duo, traditional, united kingdom"
Free Range,Practice,"techno, experimental, ebm, folk, electro, house, american, acid, indie folk, folk pop"
Steady Holiday,Newfound Oxygen,"female vocalist, dream pop, indie pop"
Miss Grit,Follow the Cyborg,"art pop, ambient pop, noise pop, synthpop, synth-pop, female vocalist, indie rock, rock"
Dignan Porch,Electric Threads,"lo-fi, shoegaze, indie, psychedelic, birp, alternative, indie pop, indie rock, psychedelic pop"
Pearla,"Oh Glistening Onion, The Nighttime Is Coming","medieval album covers, female vocalist, indie, indie pop"
RAYE,My 21st Century Blues,"pop, pop rap, house, rnb, art pop, contemporary rnb, female vocalist, soul, singer-songwriter"
SYML,The Day My Father Died,"indie, indie pop, dream pop, pop, american, chillout, electronic, folk, post-rock, usa"
Joesef,Permanent Damage,"rnb, pop, soul, funk, scottish, pop jazz, blue eyed soul"
